"","Country Name","Country Code","Indicator Name","Indicator Code","year","value"
"8922","El Salvador","SLV","Population growth (annual %)","SP.POP.GROW","1993",1.359796505
"8923","San Marino","SMR","Population growth (annual %)","SP.POP.GROW","1993",1.547071691
"8924","Somalia","SOM","Population growth (annual %)","SP.POP.GROW","1993",0.280345827
"8925","Serbia","SRB","Population growth (annual %)","SP.POP.GROW","1993",0.689223724
"8926","Sub-Saharan Africa (excluding high income)","SSA","Population growth (annual %)","SP.POP.GROW","1993",2.748037617
"8927","South Sudan","SSD","Population growth (annual %)","SP.POP.GROW","1993",-2.283126895
"8928","Sub-Saharan Africa","SSF","Population growth (annual %)","SP.POP.GROW","1993",2.744819307
"8929","Small states","SST","Population growth (annual %)","SP.POP.GROW","1993",1.568994269
"8930","Sao Tome and Principe","STP","Population growth (annual %)","SP.POP.GROW","1993",1.975918488
"8931","Suriname","SUR","Population growth (annual %)","SP.POP.GROW","1993",1.7368462
"8932","Slovak Republic","SVK","Population growth (annual %)","SP.POP.GROW","1993",0.381719887
"8933","Slovenia","SVN","Population growth (annual %)","SP.POP.GROW","1993",-0.238300478
"8934","Sweden","SWE","Population growth (annual %)","SP.POP.GROW","1993",0.580838814
"8935","Eswatini","SWZ","Population growth (annual %)","SP.POP.GROW","1993",2.360970416
"8936","Sint Maarten (Dutch part)","SXM","Population growth (annual %)","SP.POP.GROW","1993",NA
"8937","Seychelles","SYC","Population growth (annual %)","SP.POP.GROW","1993",2.083758339
"8938","Syrian Arab Republic","SYR","Population growth (annual %)","SP.POP.GROW","1993",2.821648252
"8939","Turks and Caicos Islands","TCA","Population growth (annual %)","SP.POP.GROW","1993",6.35201771
"8940","Chad","TCD","Population growth (annual %)","SP.POP.GROW","1993",3.207136433
"8941","East Asia & Pacific (IDA & IBRD countries)","TEA","Population growth (annual %)","SP.POP.GROW","1993",1.331428097
"8942","Europe & Central Asia (IDA & IBRD countries)","TEC","Population growth (annual %)","SP.POP.GROW","1993",0.339495844
"8943","Togo","TGO","Population growth (annual %)","SP.POP.GROW","1993",2.085302845
"8944","Thailand","THA","Population growth (annual %)","SP.POP.GROW","1993",0.907035869
"8945","Tajikistan","TJK","Population growth (annual %)","SP.POP.GROW","1993",1.637069065
"8946","Turkmenistan","TKM","Population growth (annual %)","SP.POP.GROW","1993",2.805168415
"8947","Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population growth (annual %)","SP.POP.GROW","1993",1.794431491
"8948","Timor-Leste","TLS","Population growth (annual %)","SP.POP.GROW","1993",2.97646336
"8949","Middle East & North Africa (IDA & IBRD countries)","TMN","Population growth (annual %)","SP.POP.GROW","1993",2.33447492
"8950","Tonga","TON","Population growth (annual %)","SP.POP.GROW","1993",0.165483186
"8951","South Asia (IDA & IBRD)","TSA","Population growth (annual %)","SP.POP.GROW","1993",2.171585893
"8952","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population growth (annual %)","SP.POP.GROW","1993",2.744819307
"8953","Trinidad and Tobago","TTO","Population growth (annual %)","SP.POP.GROW","1993",0.559046958
"8954","Tunisia","TUN","Population growth (annual %)","SP.POP.GROW","1993",2.09166919
"8955","Turkey","TUR","Population growth (annual %)","SP.POP.GROW","1993",1.610059417
"8956","Tuvalu","TUV","Population growth (annual %)","SP.POP.GROW","1993",0.895887124
"8957","Tanzania","TZA","Population growth (annual %)","SP.POP.GROW","1993",3.37692256
"8958","Uganda","UGA","Population growth (annual %)","SP.POP.GROW","1993",3.255995409
"8959","Ukraine","UKR","Population growth (annual %)","SP.POP.GROW","1993",0.055209645
"8960","Upper middle income","UMC","Population growth (annual %)","SP.POP.GROW","1993",1.270389411
"8961","Uruguay","URY","Population growth (annual %)","SP.POP.GROW","1993",0.735323326
"8962","United States","USA","Population growth (annual %)","SP.POP.GROW","1993",1.31868
"8963","Uzbekistan","UZB","Population growth (annual %)","SP.POP.GROW","1993",2.272458415
"8964","St. Vincent and the Grenadines","VCT","Population growth (annual %)","SP.POP.GROW","1993",0.076857905
"8965","Venezuela, RB","VEN","Population growth (annual %)","SP.POP.GROW","1993",2.209218388
"8966","British Virgin Islands","VGB","Population growth (annual %)","SP.POP.GROW","1993",1.86981592
"8967","Virgin Islands (U.S.)","VIR","Population growth (annual %)","SP.POP.GROW","1993",0.815869616
"8968","Vietnam","VNM","Population growth (annual %)","SP.POP.GROW","1993",1.979097292
"8969","Vanuatu","VUT","Population growth (annual %)","SP.POP.GROW","1993",2.905124377
"8970","World","WLD","Population growth (annual %)","SP.POP.GROW","1993",1.561924824
"8971","Samoa","WSM","Population growth (annual %)","SP.POP.GROW","1993",0.979536348
"8972","Kosovo","XKX","Population growth (annual %)","SP.POP.GROW","1993",1.693650953
"8973","Yemen, Rep.","YEM","Population growth (annual %)","SP.POP.GROW","1993",5.115566112
"8974","South Africa","ZAF","Population growth (annual %)","SP.POP.GROW","1993",2.454950806
"8975","Zambia","ZMB","Population growth (annual %)","SP.POP.GROW","1993",2.39830296
"8976","Zimbabwe","ZWE","Population growth (annual %)","SP.POP.GROW","1993",1.748434093
"8977","Aruba","ABW","Population growth (annual %)","SP.POP.GROW","1994",5.625997562
"8978","Afghanistan","AFG","Population growth (annual %)","SP.POP.GROW","1994",7.659777033
"8979","Angola","AGO","Population growth (annual %)","SP.POP.GROW","1994",3.226144493
"8980","Albania","ALB","Population growth (annual %)","SP.POP.GROW","1994",-0.613880507
"8981","Andorra","AND","Population growth (annual %)","SP.POP.GROW","1994",2.759621289
"8982","Arab World","ARB","Population growth (annual %)","SP.POP.GROW","1994",2.594074322
"8983","United Arab Emirates","ARE","Population growth (annual %)","SP.POP.GROW","1994",5.429216765
"8984","Argentina","ARG","Population growth (annual %)","SP.POP.GROW","1994",1.265318603
"8985","Armenia","ARM","Population growth (annual %)","SP.POP.GROW","1994",-2.390476071
"8986","American Samoa","ASM","Population growth (annual %)","SP.POP.GROW","1994",2.085126215
"8987","Antigua and Barbuda","ATG","Population growth (annual %)","SP.POP.GROW","1994",2.146253641
"8988","Australia","AUS","Population growth (annual %)","SP.POP.GROW","1994",1.058508842
"8989","Austria","AUT","Population growth (annual %)","SP.POP.GROW","1994",0.384869547
"8990","Azerbaijan","AZE","Population growth (annual %)","SP.POP.GROW","1994",1.351730097
"8991","Burundi","BDI","Population growth (annual %)","SP.POP.GROW","1994",1.72550793
"8992","Belgium","BEL","Population growth (annual %)","SP.POP.GROW","1994",0.308197074
"8993","Benin","BEN","Population growth (annual %)","SP.POP.GROW","1994",3.426061164
"8994","Burkina Faso","BFA","Population growth (annual %)","SP.POP.GROW","1994",2.727321991
"8995","Bangladesh","BGD","Population growth (annual %)","SP.POP.GROW","1994",2.140080738
"8996","Bulgaria","BGR","Population growth (annual %)","SP.POP.GROW","1994",-0.339586079
"8997","Bahrain","BHR","Population growth (annual %)","SP.POP.GROW","1994",2.463393346
"8998","Bahamas, The","BHS","Population growth (annual %)","SP.POP.GROW","1994",1.746933796
"8999","Bosnia and Herzegovina","BIH","Population growth (annual %)","SP.POP.GROW","1994",-3.553831484
"9000","Belarus","BLR","Population growth (annual %)","SP.POP.GROW","1994",-0.117267677
"9001","Belize","BLZ","Population growth (annual %)","SP.POP.GROW","1994",2.032616773
"9002","Bermuda","BMU","Population growth (annual %)","SP.POP.GROW","1994",0.695976914
"9003","Bolivia","BOL","Population growth (annual %)","SP.POP.GROW","1994",2.083251503
"9004","Brazil","BRA","Population growth (annual %)","SP.POP.GROW","1994",1.633793357
"9005","Barbados","BRB","Population growth (annual %)","SP.POP.GROW","1994",0.385425437
"9006","Brunei Darussalam","BRN","Population growth (annual %)","SP.POP.GROW","1994",2.722116477
"9007","Bhutan","BTN","Population growth (annual %)","SP.POP.GROW","1994",-0.131330145
"9008","Botswana","BWA","Population growth (annual %)","SP.POP.GROW","1994",2.46725648
"9009","Central African Republic","CAF","Population growth (annual %)","SP.POP.GROW","1994",2.875578887
"9010","Canada","CAN","Population growth (annual %)","SP.POP.GROW","1994",1.095258107
"9011","Central Europe and the Baltics","CEB","Population growth (annual %)","SP.POP.GROW","1994",-0.018474777
"9012","Switzerland","CHE","Population growth (annual %)","SP.POP.GROW","1994",0.797158411
"9013","Channel Islands","CHI","Population growth (annual %)","SP.POP.GROW","1994",0.314079858
"9014","Chile","CHL","Population growth (annual %)","SP.POP.GROW","1994",1.575222485
"9015","China","CHN","Population growth (annual %)","SP.POP.GROW","1994",1.130260632
"9016","Cote d'Ivoire","CIV","Population growth (annual %)","SP.POP.GROW","1994",3.434919056
"9017","Cameroon","CMR","Population growth (annual %)","SP.POP.GROW","1994",2.81216431
"9018","Congo, Dem. Rep.","COD","Population growth (annual %)","SP.POP.GROW","1994",3.635565801
"9019","Congo, Rep.","COG","Population growth (annual %)","SP.POP.GROW","1994",2.791743601
"9020","Colombia","COL","Population growth (annual %)","SP.POP.GROW","1994",1.88489319
"9021","Comoros","COM","Population growth (annual %)","SP.POP.GROW","1994",2.853133191
"9022","Cabo Verde","CPV","Population growth (annual %)","SP.POP.GROW","1994",2.789287311
"9023","Costa Rica","CRI","Population growth (annual %)","SP.POP.GROW","1994",2.533712697
"9024","Caribbean small states","CSS","Population growth (annual %)","SP.POP.GROW","1994",0.923366646
"9025","Cuba","CUB","Population growth (annual %)","SP.POP.GROW","1994",0.454564564
"9026","Curacao","CUW","Population growth (annual %)","SP.POP.GROW","1994",0.229122134
"9027","Cayman Islands","CYM","Population growth (annual %)","SP.POP.GROW","1994",4.851328044
"9028","Cyprus","CYP","Population growth (annual %)","SP.POP.GROW","1994",2.218158216
"9029","Czech Republic","CZE","Population growth (annual %)","SP.POP.GROW","1994",0.036121766
"9030","Germany","DEU","Population growth (annual %)","SP.POP.GROW","1994",0.346856649
"9031","Djibouti","DJI","Population growth (annual %)","SP.POP.GROW","1994",0.62392364
"9032","Dominica","DMA","Population growth (annual %)","SP.POP.GROW","1994",0.298856954
"9033","Denmark","DNK","Population growth (annual %)","SP.POP.GROW","1994",0.337707376
"9034","Dominican Republic","DOM","Population growth (annual %)","SP.POP.GROW","1994",1.802313633
"9035","Algeria","DZA","Population growth (annual %)","SP.POP.GROW","1994",2.070857751
"9036","East Asia & Pacific (excluding high income)","EAP","Population growth (annual %)","SP.POP.GROW","1994",1.306829592
"9037","Early-demographic dividend","EAR","Population growth (annual %)","SP.POP.GROW","1994",2.035246476
"9038","East Asia & Pacific","EAS","Population growth (annual %)","SP.POP.GROW","1994",1.2375248
"9039","Europe & Central Asia (excluding high income)","ECA","Population growth (annual %)","SP.POP.GROW","1994",0.21601056
"9040","Europe & Central Asia","ECS","Population growth (annual %)","SP.POP.GROW","1994",0.247468272
"9041","Ecuador","ECU","Population growth (annual %)","SP.POP.GROW","1994",2.224186656
"9042","Egypt, Arab Rep.","EGY","Population growth (annual %)","SP.POP.GROW","1994",2.008964138
"9043","Euro area","EMU","Population growth (annual %)","SP.POP.GROW","1994",0.290912227
"9044","Eritrea","ERI","Population growth (annual %)","SP.POP.GROW","1994",-0.906254632
"9045","Spain","ESP","Population growth (annual %)","SP.POP.GROW","1994",0.476100555
"9046","Estonia","EST","Population growth (annual %)","SP.POP.GROW","1994",-2.138588635
"9047","Ethiopia","ETH","Population growth (annual %)","SP.POP.GROW","1994",3.476551667
"9048","European Union","EUU","Population growth (annual %)","SP.POP.GROW","1994",0.249326291
"9049","Fragile and conflict affected situations","FCS","Population growth (annual %)","SP.POP.GROW","1994",2.818147218
"9050","Finland","FIN","Population growth (annual %)","SP.POP.GROW","1994",0.431048903
"9051","Fiji","FJI","Population growth (annual %)","SP.POP.GROW","1994",1.400285413
"9052","France","FRA","Population growth (annual %)","SP.POP.GROW","1994",0.372231503
"9053","Faroe Islands","FRO","Population growth (annual %)","SP.POP.GROW","1994",-0.890129843
"9054","Micronesia, Fed. Sts.","FSM","Population growth (annual %)","SP.POP.GROW","1994",2.014881567
"9055","Gabon","GAB","Population growth (annual %)","SP.POP.GROW","1994",2.633268158
"9056","United Kingdom","GBR","Population growth (annual %)","SP.POP.GROW","1994",0.254586487
"9057","Georgia","GEO","Population growth (annual %)","SP.POP.GROW","1994",-1.539430121
"9058","Ghana","GHA","Population growth (annual %)","SP.POP.GROW","1994",2.785186073
"9059","Gibraltar","GIB","Population growth (annual %)","SP.POP.GROW","1994",-0.254901756
"9060","Guinea","GIN","Population growth (annual %)","SP.POP.GROW","1994",2.632091981
"9061","Gambia, The","GMB","Population growth (annual %)","SP.POP.GROW","1994",3.095268431
"9062","Guinea-Bissau","GNB","Population growth (annual %)","SP.POP.GROW","1994",2.173119626
"9063","Equatorial Guinea","GNQ","Population growth (annual %)","SP.POP.GROW","1994",3.496244008
"9064","Greece","GRC","Population growth (annual %)","SP.POP.GROW","1994",0.500703438
"9065","Grenada","GRD","Population growth (annual %)","SP.POP.GROW","1994",1.135743196
"9066","Greenland","GRL","Population growth (annual %)","SP.POP.GROW","1994",0.542006747
"9067","Guatemala","GTM","Population growth (annual %)","SP.POP.GROW","1994",2.490558872
"9068","Guam","GUM","Population growth (annual %)","SP.POP.GROW","1994",2.111747853
"9069","Guyana","GUY","Population growth (annual %)","SP.POP.GROW","1994",0.62814144
"9070","High income","HIC","Population growth (annual %)","SP.POP.GROW","1994",0.723044723
"9071","Hong Kong SAR, China","HKG","Population growth (annual %)","SP.POP.GROW","1994",2.252030431
"9072","Honduras","HND","Population growth (annual %)","SP.POP.GROW","1994",2.824691985
"9073","Heavily indebted poor countries (HIPC)","HPC","Population growth (annual %)","SP.POP.GROW","1994",3.043259098
"9074","Croatia","HRV","Population growth (annual %)","SP.POP.GROW","1994",1.114544311
"9075","Haiti","HTI","Population growth (annual %)","SP.POP.GROW","1994",1.880569467
"9076","Hungary","HUN","Population growth (annual %)","SP.POP.GROW","1994",-0.136883104
"9077","IBRD only","IBD","Population growth (annual %)","SP.POP.GROW","1994",1.443277738
"9078","IDA & IBRD total","IBT","Population growth (annual %)","SP.POP.GROW","1994",1.687845275
"9079","IDA total","IDA","Population growth (annual %)","SP.POP.GROW","1994",2.672156339
"9080","IDA blend","IDB","Population growth (annual %)","SP.POP.GROW","1994",2.61478152
"9081","Indonesia","IDN","Population growth (annual %)","SP.POP.GROW","1994",1.593867908
"9082","IDA only","IDX","Population growth (annual %)","SP.POP.GROW","1994",2.700910166
"9083","Isle of Man","IMN","Population growth (annual %)","SP.POP.GROW","1994",0.325671723
"9084","India","IND","Population growth (annual %)","SP.POP.GROW","1994",1.943244886
"9085","Not classified","INX","Population growth (annual %)","SP.POP.GROW","1994",NA
"9086","Ireland","IRL","Population growth (annual %)","SP.POP.GROW","1994",0.394187639
"9087","Iran, Islamic Rep.","IRN","Population growth (annual %)","SP.POP.GROW","1994",1.440999844
"9088","Iraq","IRQ","Population growth (annual %)","SP.POP.GROW","1994",3.035763591
